PROYECTO,TIPO DE PRODUCTO,SUBPRODUCTO,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,COLABORACION,DESCRIPCION,COLABORAC?N INTERNA,ALIADOS  SENECA,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,OTRAS INSTITUCIONES,TIPO DE RELACION,PROYECTO2,TIPO DE COMPROMISO,N£mero de autores,N£mero de autores S‚neca,N£mero de grupos involucrados,N£mero de grupos S‚neca involucrados,N£mero de InstitucIONes,N£mero de InstitucIONes S‚neca,DESCRIPCION PRODUCTO,ENLACE,Caso SSOFI,EstudIantes,Informe de reporte,titulo,Validado Colciencias,Autor 1,Inst Autor 1,Grupo Autor 1,Autor 2,Inst Autor 2,Grupo Autor 2,Autor 3,Inst Autor 3,Grupo Autor 3,Autor 4,Inst Autor 4,Grupo Autor 4,Autor 5,Inst Autor 5,Grupo Autor 5,Autor 6,Inst Autor 6,Grupo Autor 6,Autor 7,Inst Autor 7,Grupo Autor 7,Autor 8,Inst Autor 8,Grupo Autor 8,Autor 9,Inst Autor 9,Grupo Autor 9,Autor 10,Inst Autor 10,Grupo Autor 10,Autor 11,Inst Autor 11,Grupo Autor 11,Autor 12,Inst Autor 12,Grupo Autor 12,Autor 13,Inst Autor 13,Grupo Autor 13,Autor 14,Inst Autor 14,Grupo Autor 14,PublicacION,Factor impacto
PROY2,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,OTROS ACTORES,"EPFL, HUMBOLDT UNIVERSITAT ZU BERLIN",PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,ADICIONAL,1,1,3,1,3,1,DOI: 10.1021/ACSAEM.9B00603,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1GKG0YPTTQATMB8KV7XFHTHABYGOLWFRR,1154,,3,AIR-STABLE N-I-P PLANAR PEROVSKITE SOLAR CELLS USING NICKEL OXIDE NANOCRYSTALS AS SOLE HOLE-TRANSPORTING MATERIAL,,TIRADO JARAMILLO JUAN FELIPE,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,MANUEL VAZQUEZ MONTOYA,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,CRISTINA ROLDAN CARMONA,EPFL,MOLECULAR ENGINEERING OF FUNCTIONAL MATERIALS,"MARYLINE 
 RALAIARISOA",HUMBOLDT UNIVERSITAT,INSTITUT FUR PHYSIK,NORBERT KOCH,HUMBOLDT UNIVERSITAT,INSTITUT FUR PHYSIK,MOHAMMAD KHAJA NAZEERUDDIN,EPFL,MOLECULAR ENGINEERING OF FUNCTIONAL MATERIALS,FRANKLIN JARAMILLO ISAZA,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,,,,,,,,,,,,,,,,,,,,,,APPLIED ENERGY MATERIALS (ISSN: 2574-0962),4.47
PROY12,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,OSCAR DAVID HINCAPIE,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1UR7ZFTS0RBPWHYAJAOEMITTEOWTXNELZ,1169,EN CURSO,3,MAESTRIAEN INGENIERIA MECANICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY2,FORMACION_RH,VINCULACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,YANETH ALEJANDRA FLOREZ VEL SQUEZ,,,EN CURSO,3,DOCTORADO EN INGENIERIA DE MATERIALES - UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY13,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,2,1,1,1,1,1,DOI: 10.3390/EN12193779,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1JUEVOSHILU83UMPXC3TYM6BN1HGGAVHU,1226,,3,ALTERNATIVE METHODOLOGY TO CALCULATE THE DIRECTIONAL CHARACTERISTIC SETTINGS OF DIRECTIONAL OVERCURRENT RELAYS IN TRANSMISSION AND DISTRIBUTION NETWORKS,,JOSE DE JESUS JARAMILLO SERNA,UNIVERSIDAD DE ANTIOQUIA,GIMEL,JESUS MARIA LOPEZ LEZAMA,UNIVERSIDAD DE ANTIOQUIA,GIMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIES (ISSN 1996-1073),2.7
PROY13,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROGRAMA,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,COLABORACION,PROY15,OBLIGATORIO,4,3,2,2,1,1,DOI: :10.3390/EN12224402,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1JGAVL6-VGQEFMSKMX9IAOOPVEPJU5DFK,1249,,3,"ASSESSMENT AND DAY-AHEAD FORECASTING OF HOURLY SOLAR RADIATION IN MEDELLIN, COLOMBIA",,JULION URREGO ORTIZ,UNIVERSIDAD DE ANTIOQUIA,GIGA,J. ALEJANDRO MARTINEZ,UNIVERSIDAD DE ANTIOQUIA,GIGA,PAOLA A. ARIAS,UNIVERSIDAD DE ANTIOQUIA,GIGA,ALVARO JARAMILLO DUQUE,UNIVERSIDAD DE ANTIOQUIA,GIMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIES (ISSN 1996-1073),2.7
PROY15,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROGRAMA,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,COLABORACION,PROY13,OBLIGATORIO,3,2,2,2,1,1,DOI: 10.3390/EN12173347,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1WVEN6CLYUON-FLQYN-2MDKV2HEDMBJ_X,1218,,4,A CRADLE-TO-GRAVE MULTI-PRONGED METHODOLOGY TO OBTAIN THE CARBON FOOTPRINT OF ELECTRO-INTENSIVE POWER ELECTRONIC PRODUCTS,,GIOVANNI ANDRES QUINTANA PEDRAZA,UNIVERSIDAD DE ANTIOQUIA,GIGA,SARA CRISTINA VIEIRA AGUDELO,UNIVERSIDAD DE ANTIOQUIA,GIGA,NICOLAS MUNOZ GALEANO,UNIVERSIDAD DE ANTIOQUIA,GIMEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIES (ISSN 1996-1073),2.7
PROY2,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,INSUMO,PROY9,OBLIGATORIO,3,3,2,2,1,1,DOI: 10.1016/J.SOLENER.2019.10.051,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1BUSYGVCY-AUE6EAP64YBM3B5IKHEEJOU,1247,,3,MONITORING SYSTEM TO EVALUATE THE OUTDOOR PERFORMANCE OF SOLAR DEVICES CONSIDERING THE POWER RATING CONDITIONS,,ESTEBAN VELILLA HERNANDEZ,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,JUAN BERNARDO CANO QUINTERO,UNIVERSIDAD DE ANTIOQUIA,GIMEL,FRANKLIN JARAMILLO ISAZA,UNIVERSIDAD DE ANTIOQUIA,CIDEMAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIES (ISSN 1996-1073),2.7
PROY13,FORMACION_RH,VINCULACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,SERGIO DANILO SALDARRIAGA ZULUAGA,,1233/1213,EN CURSO,3,DOCTORADO EN INGENIERIA ELECTRONICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY2,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,ADICIONAL,,,,,,,LAURA MELISSA GONZALEZ,,1253,EN CURSO,3,MAESTRIAEN INGENIERIA DE MATERIALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY7,FORMACION_RH,VINCULACION DE ESTUDIONTE DE PREGRADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,ADICIONAL,,,,,,,PABLO GONZALEZ DIAZ,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1DLVQFLTAIELSEGT-VRSFYWSLQVCLWOX2,1195,EN CURSO,3,INGENIERIA MECANICA - JOVEN INVESTIGADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY7,FORMACION_RH,VINCULACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,ADICIONAL,,,,,,,NESTOR DARIO MONTIEL,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1QCI6Q6QDNTAWFCSMU1TFUSQQPTO0BTTO,1196,EN CURSO,3,MAESTRIAEN INGENIERIA MECANICA UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY10,FORMACION_RH,VINCULACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,JULION ESTEBAN OBANDO,,,EN CURSO,3,DOCTORADO EN INGENIERIA AMBIENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY4,FORMACION_RH,VINCULACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,"UNIVERSIDAD DE ANTIOQUIA, UTCH",,,,,,,,,,,,,NINGUNA,,ADICIONAL,,,,,,,H.CTOR DAVID AGUDELO,,,EN CURSO,3,DOCTORADO EN INGENIERIA DE MATERIALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY11,FORMACION_RH,VINCULACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,JAIME FERNANDO ZAPATA,,,EN CURSO,3,DOCTORADO EN INGENIERIA AMBIENTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY6,FORMACION_RH,VINCULACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE DOCTORADO,FORMACION DE ESTUDIONTE DE DOCTORADO,VINCULACION DE ESTUDIONTE DE MAESTRIA,FORMACION DE ESTUDIONTE DE MAESTRIA,VINCULACION DE ESTUDIONTE DE PREGRADO,FORMACION DE ESTUDIONTE DE PREGRADO,JOVEN INVESTIGADOR,PASANTIA NACIONAL,PASANTIA INTERNACIONAL,OTRO,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,,,,,,,IV N MELENDEZ GALVEZ,,,EN CURSO,3,DOCTORADO EN CIONCIAS FARMEC‚UTICAS Y ALIMENTARIAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY3,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,"UNIVERSIDAD DE ANTIOQUIA , UNIVERSIDAD DE PAMPLONA",,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,3,2,2,2,2,2,"CIBIM,CIBEM 2019, ISBN: 978-958-52438-5-9",HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1IWQYUIUXROFNVGWZ6HBBABP0ANE-YJG2,1256,,3,MATERIALES BIOCOMPUESTOS CON FIBRAS NATURALES Y RESINA BIOEPOXY PARA UNA APLICACION DE UN ALABE DE AEROGENERADOR,,PABON ROJAS JONATHAN JAVIER,UNIVERSIDAD DE ANTIOQUIA,,,UNIVERSIDAD DE PAMPLONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY1,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,ADICIONAL,4,2,1,1,1,1,XII CONGRESO COLOMBIANO DE M‚TODOS NUM‚RICOS,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=14SRTFTGESHI-H7DPAYXWNIFRQSSZO5FG,1257,,3,"DISE¤O, SIMULACION Y COMPARACION DE DOS TURBINAS HIDROCIN‚TICAS TIPO GORLOV Y DARRIEUS H PARA GENERACION DE ENERGIA EL‚CTRICA A PEQUE¤A ESCALA",INFORME 3,ANDRES JAHIR CHALACA SALAS,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY1,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,ADICIONAL,2,2,1,1,1,1,IV REUNION LATINOAMERICANA DE HIDROPOTENCIA Y SISTEMAS,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1QBWXOAYQIU6OSFJMZQRDAOYOPMNUZCSM,1258,,3,EFFECT OF THE GEOMETRY OF THE INLET CHANNEL IN THE FORMATION OF VORTEX FOR A GRAVITATIONAL VORTEX TURBINE,INFORME 3,LAURA ISABEL VELASQUEZ GARCIA,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY1,NUEVO_CONOCIMIONTO,CAPITULO DE LIBRO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,TECNOLOGICO DE ANTIOQUIA,NINGUNA,,OBLIGATORIO,2,1,2,1,2,1,DOI: HTTP://DX.DOI.ORG/10.5772/INTECHOPEN.89184,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1KOLR_AEF0MBWQFFBC-YVAW3XWKET6V7V,,,3,COMPUTATIONAL FLUID DYNAMIC SIMULATION OF VERTICAL AXIS HYDROKINETIC TURBINE,INFORME 3,EDWIN LENIN CHICA ARRIETA,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,AINHOA RUBIO CLEMENTE,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY3,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,"UNIVERSIDAD DE ANTIOQUIA , UNIVERSIDAD DE PAMPLONA",,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,3,2,2,2,2,2,"CIBIM,CIBEM 2019, ISBN: 978-958-52438-5-9",HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1NP9PT0BWMKBXD6JNUH3UYJCLUUBNGXLZ,,,3,ESTUDIO NUM‚RICO DE DIFERENTES PERFILES DE  LABE DE UNA TURBINA EOLICA PARA EL APROVECHAMIONTO DE VIONTOS DE BAJA VELOCIDAD,,GALLO JARAMILLO LUIS ANTONIO,UNIVERSIDAD DE ANTIOQUIA,GEA,ELKIN GREGORIO FLOREZ SERRANO,UNIVERSIDAD DE PAMPLONA,GIMUP,EDWIN LENIN CHICA ARRIETA,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY6,APROPIACION,PONENCIA,PONENCIA,EVENTO CIONTIFICO,CARTILLA,"CURSO DE CAPACITACION, SEMINARIO O TALLER",SOCIALIZACION DE RESULTADOS A ACTORES DEL SECTOR,ARTICULACION DE REDES DE CONOCIMIONTO,CIRCULACION DE CONOCIMIONTO ESPECIALIZADO - BOLETINES,,,,,,,,,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,NINGUNA,,OBLIGATORIO,6,3?,3,3,1,1,CONGRESO INTERNACIONAL DE INGENIERIA CON IMPACTO SOCIAL,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1UGTLD-K0AB28RID3HGM1HK-D8SLN8ABF,,,3,BIODIGESTION DEL POME COMO ALTERNATIVA ENERGETICA Y AMBIENTAL EN LAS EXTRACTORAS DE ACEITE DE PALMA,,DANIEL DOMINGUEZ CARVAJAL,UNIVERSIDAD DE ANTIOQUIA,,ANA MARCELA MOSQUERA MENA,UNIVERSIDAD DE ANTIOQUIA,,"RUIZ, J.A",UNIVERSIDAD DE ANTIOQUIA,,"MOLINA, F",UNIVERSIDAD DE ANTIOQUIA,,CARLOS ALBERTO PELAEZ JARAMILLO,UNIVERSIDAD DE ANTIOQUIA,,GUSTAVO ANTONIO PE¤UELA MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROY1,NUEVO_CONOCIMIONTO,ARTICULO A1,ARTICULO A1,ARTICULO A2,ARTICULO B,ARTICULO C,CAPITULO DE LIBRO A,CAPITULO DE LIBRO A1,CAPITULO DE LIBRO B,LIBRO A,LIBRO A1,LIBRO B,SOLICITUD PATENTE DE INVENCION Y-O MODELO DE UTITLIDAD,PATENTE DE INVENCION,PATENTE DE MODELO DE UTILIDAD,ARTICULO SIN CLASIFICAR,CAPITULO SIN CLASIFICAR,,,NINGUNA,,PROYECTO,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,TECNOLOGICO DE ANTIOQUIA,NINGUNA,,OBLIGATORIO,4,3,2,1,2,1,DOI:10.3390/EN12244679,HTTPS://DRIVE.GOOGLE.COM/OPEN?ID=1-HQESMEMOHDSNHSD-9YMTYORAJC-QBUG,,,3,DESION AND OPTIMIZATION OF A MULTI-ELEMENT HYDROFOIL FOR A HORIZONTAL-AXIS HYDROKINETIC TURBINE,INFORME 3,JONATHAN AGUILAR BEDOYA,UNIVERSIDAD DE ANTIOQUIA,DEPARTAMENTO DE INGENIERIA MECANICA,AINHOA RUBIO CLEMENTE,INSTITUCION UNIVERSITARIA TDEA,,LAURA ISABEL VELASQUEZ GARCIA,UNIVERSIDAD DE ANTIOQUIA,,EDWIN LENIN CHICA ARRIETA,UNIVERSIDAD DE ANTIOQUIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENERGIES (ISSN 1996-1073),2.7
